"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"118","GO:0034308","GO:0034308","primary alcohol metabolic process","22/1187","108/18903",7.91044393532992e-07,3.73533844132697e-05,2.73231390879549e-05,"SULT1C4/ADH1C/BMP6/ALDH1A1/AKR1C1/AKR1C2/AKR1C3/RBP4/PNPLA2/DKK3/DGAT2/GPD1/RDH5/HSD17B6/IGF1/ALDH2/EDNRB/ALDH1A2/CYP11A1/ALDH1A3/LIPE/BMP2",22
"116","GO:0051384","GO:0051384","response to glucocorticoid","26/1187","142/18903",7.27772092605962e-07,3.49581560344864e-05,2.55710847783148e-05,"ALPL/ZFP36L2/CPS1/ADIPOQ/SLIT2/ANXA3/GHR/CDO1/NR3C1/SLIT3/BMP6/EDN1/AQP1/FBXO32/KLF9/ANXA1/ADM/A2M/AVPR1A/GJB2/FOS/NTRK3/ZFP36/FOSB/MAOB/PFKFB1",26
"115","GO:0045786","GO:0045786","negative regulation of cell cycle","52/1187","405/18903",7.15794116402673e-07,3.46817810138756e-05,2.53689228257313e-05,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/NEK2/DTL/PROX1/CENPF/ZFP36L2/SPC25/KAT2B/PKD2/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/INHBA/EZH2/PBK/NPR2/GAS1/CDC14B/KLF4/BRINP1/GATA3/ZWINT/CDK1/CDKN1C/E2F8/NR4A1/ESPL1/RGCC/FOXN3/BUB1B/RAD51/BLM/CCNF/PLK1/CDT1/AURKB/CDC6/EME1/BRIP1/NDC80/SPC24/CEBPA/BMP2/E2F1/GTSE1",52
"112","GO:0010948","GO:0010948","negative regulation of cell cycle process","44/1187","318/18903",6.71716932347186e-07,3.29405304822991e-05,2.40952382263691e-05,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/NEK2/DTL/PROX1/CENPF/ZFP36L2/SPC25/KAT2B/PKD2/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/INHBA/EZH2/PBK/CDC14B/KLF4/ZWINT/CDK1/E2F8/ESPL1/RGCC/FOXN3/BUB1B/RAD51/BLM/CCNF/PLK1/CDT1/AURKB/CDC6/EME1/BRIP1/NDC80/SPC24/E2F1/GTSE1",44
"113","GO:0001659","GO:0001659","temperature homeostasis","30/1187","178/18903",6.73837683235581e-07,3.29405304822991e-05,2.40952382263691e-05,"MFAP2/ALPL/EDN2/LEPR/PTGER3/G0S2/EPAS1/ACADL/OXTR/ADIPOQ/ACSL1/ARRDC3/EGR1/ADRB2/CAV1/LEP/EBF2/FABP4/ALDH1A1/TLR4/FFAR4/LGR4/DRD2/HOXC10/FOXO1/EDNRB/ZNF423/MAP2K6/NOVA2/ADAMTS5",30
"114","GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","37/1187","246/18903",6.73944808862544e-07,3.29405304822991e-05,2.40952382263691e-05,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/DTL/CENPF/ZFP36L2/SPC25/PKD2/MAD2L1/CCNB1/DUSP1/TTK/INHBA/EZH2/PBK/GAS1/CDC14B/KLF4/BRINP1/ZWINT/CDK1/CDKN1C/RGCC/FOXN3/BUB1B/BLM/PLK1/CDT1/AURKB/CDC6/EME1/NDC80/SPC24/GTSE1",37
"111","GO:0034754","GO:0034754","cellular hormone metabolic process","26/1187","141/18903",6.31655404389622e-07,3.17079631825133e-05,2.31936436775402e-05,"CRABP2/CYP26B1/PDGFRA/HSD17B11/SPP1/ADH1C/EGR1/BMP6/ALDH1A1/AKR1C1/AKR1C2/AKR1C3/RBP4/PNPLA2/ADM/DKK3/DGAT2/RDH5/HSD17B6/EDNRB/ALDH1A2/CYP11A1/ALDH1A3/LIPE/IL4I1/BMP2",26
"110","GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","35/1187","224/18903",5.36891874337827e-07,2.71960138528216e-05,1.989325681757e-05,"JUN/F3/PROX1/AKT3/OSR1/TACR1/MIR10B/FZD7/GPBAR1/HYAL1/TP63/FGF2/SEMA5A/FGF1/BMP6/CAV2/PTN/EGR3/SFRP1/TEK/MIR27B/CXCL12/ST8SIA1/NR4A1/IGF1/IRS2/PRKD1/FGF7/CDH13/STAT5A/PRKCA/HPN/BMP2/PPP1R16B/VEGFD",35
"109","GO:0010634","GO:0010634","positive regulation of epithelial cell migration","30/1187","176/18903",5.25467822693971e-07,2.68615294316588e-05,1.9648589178861e-05,"PLPP3/JUN/PROX1/AKT3/TACR1/ATOH8/MIR10B/TGFBR2/HYAL1/ANXA3/FGF2/SEMA5A/FGF1/EDN1/GPLD1/SASH1/ADGRA2/ANGPT1/ENPP2/TEK/ANXA1/MIR27B/GATA3/IRS2/PRKD1/RHOJ/FGF7/STAT5A/PRKCA/MIR221",30
"108","GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","32/1187","194/18903",4.76656655996206e-07,2.45919526593598e-05,1.79884461210264e-05,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/DTL/CENPF/ZFP36L2/SPC25/PKD2/MAD2L1/CCNB1/DUSP1/TTK/INHBA/EZH2/CDC14B/KLF4/ZWINT/CDK1/RGCC/FOXN3/BUB1B/BLM/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24/GTSE1",32
"107","GO:0010632","GO:0010632","regulation of epithelial cell migration","42/1187","292/18903",4.20547442230849e-07,2.18999097954233e-05,1.60192788619562e-05,"EPHA2/PLPP3/JUN/PROX1/AKT3/TACR1/ATOH8/MIR10B/PPARG/TGFBR2/HYAL1/ADAMTS9/SLIT2/ANXA3/FGF2/SEMA5A/FGF1/EDN1/GPLD1/SASH1/MEOX2/BMPER/PTN/ADGRA2/ANGPT1/ENPP2/TEK/ANXA1/MIR27B/KLF4/GATA3/MMRN2/DCN/RGCC/IRS2/PRKD1/RHOJ/FGF7/STAT5A/PRKCA/PTPRM/MIR221",42
"106","GO:0001936","GO:0001936","regulation of endothelial cell proliferation","31/1187","183/18903",3.93209235906947e-07,2.06694515327689e-05,1.5119227025141e-05,"JUN/F3/PROX1/AKT3/ATOH8/MIR10B/PPARG/FGF2/SEMA5A/BMP6/CAV2/CAV1/LEP/EGR3/TEK/MIR27B/CXCL12/MMRN2/NR4A1/RGCC/PRKD1/FGF7/ALDH1A2/CDH13/STAT5A/NGFR/PRKCA/PTPRM/BMP2/PPP1R16B/VEGFD",31
"105","GO:0072073","GO:0072073","kidney epithelium development","27/1187","146/18903",3.63958384422107e-07,1.93140582666665e-05,1.41277881151118e-05,"CD34/KIF26B/OSR1/SIX2/EPHA4/RARB/KLF15/ADIPOQ/SLIT2/PKD2/FGF2/SPRY1/IRX1/KLHL3/FGF1/AQP1/BMPER/SFRP1/PTCH1/GATA3/RET/LGR4/CAT/EDNRB/PECAM1/BMP2/GPC3",27
"104","GO:0045785","GO:0045785","positive regulation of cell adhesion","60/1187","484/18903",3.44101360474093e-07,1.8435892120785e-05,1.34854298355839e-05,"TNFRSF18/PLPP3/CCN1/SELP/TNFSF4/KIF26B/VIT/LIMS2/DPP4/FN1/EPHA4/TGFBR2/HYAL1/ABI3BP/CCDC80/P2RY12/MMRN1/LEF1/NDNF/EGFLAM/CCL28/ADAM19/NEDD9/LAMA2/UTRN/AGR2/CAV1/LEP/EGR3/SFRP1/ANGPT1/TEK/CCL21/ANXA1/ECM2/MIR27B/GATA3/RET/CXCL12/VSIR/GPAM/ADAM8/SAA1/ZBTB16/IGF1/CTSG/FOXA1/FERMT2/CX3CL1/CDH13/EFNB3/PRKCA/EMILIN2/CD209/CEACAM6/PLAUR/IL4I1/SOX12/SIRPA/FOXP3",60
"102","GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","21/1187","95/18903",3.34777432558746e-07,1.81104840215275e-05,1.32474013169899e-05,"CDCA8/CDC20/NUF2/CENPF/SPC25/TACC3/CENPE/MAD2L1/CCNB1/DUSP1/TTK/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",21
"103","GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","21/1187","95/18903",3.34777432558746e-07,1.81104840215275e-05,1.32474013169899e-05,"CDCA8/CDC20/NUF2/CENPF/SPC25/CENPE/MAD2L1/CCNB1/DUSP1/TTK/MAPK15/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",21
"101","GO:1901653","GO:1901653","cellular response to peptide","50/1187","373/18903",3.17616217818914e-07,1.75223521355147e-05,1.28171964084923e-05,"DDR2/INHBB/CPS1/EPHA4/PID1/PPARG/KAT2B/KLF15/ADIPOQ/CCNA2/GHR/PIK3R1/MAP1B/ADRB2/MIR145/EDN1/GPLD1/INHBA/CACNA2D1/PDK4/CAV2/CAV1/LEP/RARRES2/LPL/KANK1/TLR4/SORBS1/PDE3B/SIK2/NR4A1/TNS2/SOCS2/IGF1/GJB2/KL/FOXO1/IRS2/FOS/CYP11A1/TRARG1/SLC2A4/CDC6/STAT5A/NGFR/BRIP1/KLF2/GDF15/PRNP/PLCB1",50
"100","GO:0018212","GO:0018212","peptidyl-tyrosine modification","51/1187","382/18903",2.75119593145234e-07,1.53296637300524e-05,1.12132954174563e-05,"TNFRSF18/EPHA2/PLPP3/ROR1/FCGR1A/DDR2/PKDCC/EFEMP1/EPHA4/EPHB1/ADIPOQ/FGFR3/DOK7/PDGFRA/KIT/GHR/TSLP/BMP6/NEDD9/TTK/RELN/CAV1/LEP/EPHB6/PBK/NRG1/SFRP1/ANGPT1/ENPP2/TEK/NTRK2/RET/NEURL1/ADRA2A/PDGFD/GPRC5A/CNTN1/IGF1/TYRO3/FGF7/NTRK3/GPRC5B/CTF1/IL34/PECAM1/MAP2K6/PRNP/PTK6/SRMS/BMX/MIR221",51
"98","GO:0051306","GO:0051306","mitotic sister chromatid separation","22/1187","101/18903",2.32542087864155e-07,1.31345398786626e-05,9.60761295390142e-06,"CDCA8/CDC20/NUF2/CENPF/SPC25/TACC3/CENPE/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",22
"99","GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","51/1187","380/18903",2.33366735101867e-07,1.31345398786626e-05,9.60761295390142e-06,"TNFRSF18/EPHA2/PLPP3/ROR1/FCGR1A/DDR2/PKDCC/EFEMP1/EPHA4/EPHB1/ADIPOQ/FGFR3/DOK7/PDGFRA/KIT/GHR/TSLP/BMP6/NEDD9/TTK/RELN/CAV1/LEP/EPHB6/PBK/NRG1/SFRP1/ANGPT1/ENPP2/TEK/NTRK2/RET/NEURL1/ADRA2A/PDGFD/GPRC5A/CNTN1/IGF1/TYRO3/FGF7/NTRK3/GPRC5B/CTF1/IL34/PECAM1/MAP2K6/PRNP/PTK6/SRMS/BMX/MIR221",51
"97","GO:0050886","GO:0050886","endocrine process","21/1187","93/18903",2.28456534612497e-07,1.31232970191838e-05,9.59938906152565e-06,"EDN2/TACR1/INHBB/OXTR/PPARG/SPP1/BMP6/EDN1/AQP1/INHBA/LEP/PCSK5/GATA3/FZD4/AVPR1A/HCAR2/EDNRB/CMA1/CTSG/EDN3/AVPR2",21
"96","GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","16/1187","56/18903",2.01543501501752e-07,1.16979207329975e-05,8.55675918656561e-06,"CDCA8/CDC20/NUF2/CENPF/SPC25/MAD2L1/CCNB1/DUSP1/TTK/ZWINT/BUB1B/PLK1/CDT1/AURKB/NDC80/SPC24",16
"95","GO:0050767","GO:0050767","regulation of neurogenesis","51/1187","377/18903",1.81756322070702e-07,1.06604865955574e-05,7.79790004496132e-06,"CRABP2/ASPM/PROX1/FN1/EPHA4/HES6/CX3CR1/SEMA3G/MME/SLIT2/KIT/SPP1/LEF1/FGF2/SEMA5A/MAP1B/ID4/DAAM2/HEY2/SEMA3A/SEMA3D/RELN/PTPRZ1/PLXNA4/PTN/EZH2/XRCC2/IL33/NTRK2/BRINP1/CXCL12/EGR2/NEURL1/DIXDC1/DRD2/BHLHE41/NTRK3/METRN/CX3CL1/IL34/SLC7A5/ASPA/EFNB3/HAP1/GFAP/WDR62/BMP2/E2F1/SOX10/MIR221/PAK3",51
"94","GO:0000075","GO:0000075","cell cycle checkpoint signaling","32/1187","186/18903",1.78126655806293e-07,1.05587417675815e-05,7.72347605018999e-06,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/DTL/PROX1/CENPF/SPC25/MAD2L1/CCNB1/DUSP1/TTK/PBK/CDC14B/ZWINT/CDK1/FOXN3/BUB1B/RAD51/BLM/PLK1/CDT1/AURKB/CDC6/EME1/BRIP1/NDC80/SPC24/E2F1/GTSE1",32
"93","GO:0043410","GO:0043410","positive regulation of MAPK cascade","62/1187","496/18903",1.63237924411663e-07,9.78023349270738e-06,7.15401520454962e-06,"PLA2G5/JUN/DDR2/FZD7/GPBAR1/EPHA4/ACKR3/FGFR3/KLB/PDGFRA/KIT/PDE5A/FGF2/GHR/FGF1/SH3RF2/ADRB2/EDN1/SASH1/AKAP12/MTURN/BMPER/INHBA/SEMA3A/CAV2/LEP/EZH2/NRG1/ANGPT1/TEK/CCL21/NTRK2/MIR27B/TLR4/RET/ACTA2/FFAR4/ADRA2A/ADAM8/FZD4/PDGFD/DIXDC1/DRD2/IGFBP6/IGF1/KL/SPRY2/FERMT2/PELI2/NTRK3/CX3CL1/IL34/CCL14/PRKCA/MAP2K6/GDF15/BMP2/PLCB1/EDN3/MAPK8IP2/MID1/MIR221",62
"91","GO:0097529","GO:0097529","myeloid leukocyte migration","38/1187","242/18903",1.55562538787971e-07,9.44884488198162e-06,6.9116120797659e-06,"EDN2/S100A14/DPP4/ITGA9/CX3CR1/CD200/P2RY12/SLIT2/KIT/CXCL3/CXCL2/CXCL9/CXCL10/CXCL11/PTGER4/PIK3R1/DUSP1/EDN1/RARRES2/CCN3/CCL21/ANXA1/CXCL12/ADAM8/SAA1/PDGFD/EDNRB/CTSG/CX3CL1/IL34/MMP28/CCL14/PECAM1/SIRPA/PLCB1/EDN3/XG/VEGFD",38
"92","GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","49/1187","354/18903",1.56011078453394e-07,9.44884488198162e-06,6.9116120797659e-06,"CLSPN/CDCA8/CDC20/STIL/ORC1/MUC1/DDR2/NUF2/KIF14/DTL/CENPF/ZFP36L2/SPC25/CDC25A/HYAL1/PKD2/CENPE/MAD2L1/CCNB1/CDC25C/DUSP1/TTK/INHBA/EZH2/NPM2/ANXA1/CDC14B/KLF4/ZWINT/CDK1/CDCA5/ESPL1/RGCC/DLGAP5/FOXN3/BUB1B/BLM/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24/PLCB1/E2F1/AURKA/ADAMTS1/GTSE1/MIR221",49
"90","GO:0007389","GO:0007389","pattern specification process","60/1187","472/18903",1.43725534055859e-07,8.89820750843607e-06,6.50883354227235e-06,"STIL/WLS/TDRD10/CFAP45/GREM2/OSR1/SIX2/CYP26B1/HOXD3/HOXD4/HES6/TGFBR2/TP63/PKD2/BMPR1B/LEF1/FGF2/SPRY1/TLL1/IRX1/FGF1/EDN1/DAAM2/TBX18/HEY2/MEOX2/HOXA2/HOXA3/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/RELN/XRCC2/SFRP1/SOX17/DMRT2/PCSK5/PTCH1/PIERCE1/EGR2/ALX4/FOLR1/ZBTB16/BHLHE41/HOXC13/HOXC11/HOXC10/FOXA1/MEIS2/ALDH1A2/MEOX1/C3/NTF4/BMP2/AURKA/MID1/CHRDL1/GPC3",60
"85","GO:0003018","GO:0003018","vascular process in circulatory system","41/1187","270/18903",1.30793195289351e-07,8.44656328969568e-06,6.17846621409712e-06,"EDN2/LEPR/NPR1/RGS2/TACR1/CPS1/OXTR/SLIT2/SOD3/ABCG2/ADRB2/KCNMB1/BMP6/EDN1/AKAP12/SLC22A3/SLC29A4/ABCB1/CAV1/LEP/ANGPT1/TEK/ACTA2/ADRA2A/ADM/PDE2A/ABCC9/SLC16A7/AVPR1A/EDNRB/FERMT2/CDH5/SLC7A5/SLC2A4/ATP1B2/KLF2/COMP/EDN3/CLDN5/SLC7A3/AVPR2",41
"86","GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","22/1187","98/18903",1.32256044037615e-07,8.44656328969568e-06,6.17846621409712e-06,"CDCA8/CDC20/NUF2/CENPF/SPC25/TACC3/CENPE/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",22
"87","GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","22/1187","98/18903",1.32256044037615e-07,8.44656328969568e-06,6.17846621409712e-06,"CDCA8/CDC20/NUF2/CENPF/SPC25/TACC3/CENPE/MAD2L1/CCNB1/DUSP1/TTK/MAPK15/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/NDC80/SPC24",22
"88","GO:0048568","GO:0048568","embryonic organ development","58/1187","449/18903",1.3377659119316e-07,8.44656328969568e-06,6.17846621409712e-06,"EPHA2/MFAP2/TAL1/STIL/CCN1/COL11A1/TBX15/NES/PROX1/TPO/OSR1/PKDCC/SIX2/EPAS1/EFEMP1/HOXD3/HOXD4/RARB/TGFBR2/HYAL1/PDGFRA/KIT/PKD2/LEF1/PLK4/EDN1/SLC44A4/TBX18/SOBP/HEY2/RSPO3/HOXA2/HOXA3/HOXA5/HOXA7/HOXA9/PLXNA4/RARRES2/SOX17/PCSK5/PTCH1/TPRN/GATA3/CDH23/RBP4/ADM/E2F8/ALX4/FOLR1/A2M/HOXC11/LRIG3/SPRY2/ALDH1A2/ALDH1A3/KRT19/CEBPA/HPN",58
"89","GO:0050769","GO:0050769","positive regulation of neurogenesis","37/1187","231/18903",1.34914596694709e-07,8.44656328969568e-06,6.17846621409712e-06,"CRABP2/ASPM/FN1/EPHA4/CX3CR1/MME/SLIT2/KIT/FGF2/SEMA5A/MAP1B/ID4/RELN/PTPRZ1/PLXNA4/PTN/XRCC2/IL33/NTRK2/CXCL12/EGR2/NEURL1/DIXDC1/DRD2/METRN/CX3CL1/IL34/SLC7A5/ASPA/HAP1/GFAP/WDR62/BMP2/E2F1/SOX10/MIR221/PAK3",37
"84","GO:0050920","GO:0050920","regulation of chemotaxis","37/1187","230/18903",1.20437412964547e-07,7.9890150599816e-06,5.84378023807926e-06,"EDN2/ARTN/F3/S1PR1/S100A14/DPP4/CX3CR1/SEMA3G/P2RY12/SLIT2/PDGFRA/CXCL10/FGF2/SEMA5A/FGF1/DUSP1/NEDD9/EDN1/SEMA3A/SEMA3D/PLXNA4/PTN/RARRES2/ADGRA2/CCN3/CCL21/CXCL12/PDGFD/F7/PRKD1/NTRK3/IL34/CDH13/MMP28/NOVA2/EDN3/VEGFD",37
"83","GO:0070371","GO:0070371","ERK1 and ERK2 cascade","48/1187","340/18903",1.13965946078419e-07,7.65082230781868e-06,5.59640004078171e-06,"EPHA2/PLA2G5/JUN/CCN1/DDR2/ATF3/ZFP36L2/FN1/GPBAR1/EPHA4/ACKR3/OXTR/EPHB1/ADIPOQ/FGFR3/PDGFRA/FGF2/SPRY1/PTGER4/FGF1/MIR145/EDN1/AKAP12/MTURN/BMPER/INHBA/NRG1/ANGPT1/TEK/CCL21/MIR27B/TLR4/CDK1/ACTA2/FFAR4/PDGFD/DRD2/DUSP6/IGF1/SPRY2/FERMT2/CX3CL1/CCL14/PRKCA/SIRPA/BMP2/FAM83D/MIR221",48
"81","GO:0008217","GO:0008217","regulation of blood pressure","33/1187","191/18903",1.03612773030089e-07,7.12288929868491e-06,5.21022922214606e-06,"EDN2/NPR1/CD34/TACR1/OXTR/PPARG/ADIPOQ/NPY1R/LVRN/ADRB2/EDN1/SGK1/LEP/NCALD/NPR2/PCSK5/MIR27B/ACTA2/ADM/NAV2/DRD2/ABCC9/AVPR1A/KL/EDNRB/CMA1/CTSG/CORO2B/EMILIN2/EDN3/PPARA/ADM2/AVPR2",33
"82","GO:0003002","GO:0003002","regionalization","50/1187","360/18903",1.04823568286461e-07,7.12288929868491e-06,5.21022922214606e-06,"WLS/TDRD10/GREM2/OSR1/SIX2/CYP26B1/HOXD3/HOXD4/HES6/TP63/BMPR1B/LEF1/FGF2/SPRY1/TLL1/IRX1/FGF1/EDN1/TBX18/HEY2/MEOX2/HOXA2/HOXA3/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/RELN/XRCC2/SFRP1/SOX17/DMRT2/PCSK5/PTCH1/EGR2/ALX4/ZBTB16/BHLHE41/HOXC13/HOXC11/HOXC10/FOXA1/ALDH1A2/MEOX1/C3/NTF4/BMP2/AURKA/GPC3",50
"77","GO:0001935","GO:0001935","endothelial cell proliferation","34/1187","199/18903",8.82768649793964e-08,6.38222254474391e-06,4.66844857619836e-06,"EPHA2/JUN/F3/CD34/PROX1/AKT3/ATOH8/MIR10B/PPARG/FGF2/SEMA5A/BMP6/BMPER/CAV2/CAV1/LEP/EGR3/TEK/MIR27B/CXCL12/MMRN2/NR4A1/RGCC/PRKD1/FGF7/ALDH1A2/CDH13/STAT5A/NGFR/PRKCA/PTPRM/BMP2/PPP1R16B/VEGFD",34
"78","GO:0045834","GO:0045834","positive regulation of lipid metabolic process","29/1187","154/18903",9.03077892509834e-08,6.38222254474391e-06,4.66844857619836e-06,"CCN1/PPARG/P2RY12/ADIPOQ/FGFR3/PDGFRA/KIT/HSD17B13/FGF2/FGF1/BMP6/GPLD1/ADGRF5/MLXIPL/TEK/CCL21/ANXA1/CCDC3/SORBS1/PNPLA2/ADM/DGAT2/ABCD2/AVPR1A/IRS2/PRKD1/CES1/PPARA/RGN",29
"79","GO:0003012","GO:0003012","muscle system process","59/1187","455/18903",9.11940653363598e-08,6.38222254474391e-06,4.66844857619836e-06,"EDN2/PTGER3/GSTM2/RGS2/LMOD1/PPP1R12B/TACR1/SCN7A/NMUR1/OXTR/PPARG/STAC/MYLK/KLF15/KIT/ANK2/PDE5A/SORBS2/ADRB2/MIR145/EDN1/PI16/HEY2/UTRN/CACNA2D1/CAV1/LEP/EZH2/FBXO32/GSN/ACTA2/KCNIP2/ADRA2A/CRYAB/DRD2/SCN2B/SCN3B/ABCC9/SSPN/NR4A1/IGF1/FOXO1/EDNRB/TMOD2/SYNM/CCDC78/MYH11/STAC2/PRKCA/MAP2K6/KCNJ2/CNN1/COMP/MYL9/EDN3/PDE9A/PPARA/DMD/CLIC2",59
"80","GO:0031589","GO:0031589","cell-substrate adhesion","51/1187","369/18903",9.16327716402572e-08,6.38222254474391e-06,4.66844857619836e-06,"CCN1/KIF14/CD34/LAMB3/VIT/LIMS2/HOXD3/FZD7/FN1/ITGA9/ADAMTS9/ABI3BP/CCDC80/EPHB1/NDNF/EGFLAM/CCL28/PIK3R1/FAT2/NEDD9/TNXB/UTRN/AGR2/HOXA7/EPDR1/DLC1/SFRP1/ANGPT1/KANK1/FREM1/TEK/CCL21/ECM2/SORBS1/COL17A1/LYVE1/FZD4/VWF/ITGA7/NTN4/THSD1/FERMT2/FBLN5/TYRO3/CORO2B/CX3CL1/CDH13/ATP1B2/CEACAM6/ARHGAP6/GPM6B",51
"76","GO:0048732","GO:0048732","gland development","58/1187","441/18903",7.15317256301863e-08,5.24440493699208e-06,3.83616124155237e-06,"EPHA2/JUN/WLS/TGFBR3/PROX1/INHBB/LIMS2/HOXD3/CPS1/OXTR/TGFBR2/TP63/PDGFRA/PKD2/LEF1/FGF2/CDO1/PITX1/FGF1/NR3C1/EDN1/ID4/NOTCH4/HOXA3/HOXA5/HOXA9/HOXA10/CAV1/PTN/EZH2/NRG1/SFRP1/NFIB/ANXA1/PTCH1/GATA3/ARID5B/NEURL1/DKK3/E2F8/DRD2/SOCS2/NTN4/CIT/IRS2/FOXA1/FGF7/ALDH1A2/CCNB2/ALDH1A3/SLC7A5/STAT5A/CEBPA/HPN/BMP2/AURKA/SOX10/RGN",58
"75","GO:0021700","GO:0021700","developmental maturation","45/1187","304/18903",6.98479263183805e-08,5.18923527261355e-06,3.79580590462834e-06,"CDC20/S1PR1/TDRD10/KIF14/EPAS1/PPARG/CX3CR1/PTH1R/FGFR3/MAP1B/EDN1/HOXA5/RELN/LEP/CNTNAP2/ZDHHC2/CCL21/NPR2/RECK/LHX6/GATA3/RET/KCNIP2/NEURL1/ZBTB16/RND1/NTN4/IGF1/EDNRB/FOXA1/GLDN/ALDH1A2/CX3CL1/CDH5/ARHGEF15/C3/KLF2/CEBPA/LGI4/BMP2/KCNB1/AURKA/SOX10/ZDHHC15/CHRDL1",45
"74","GO:0051304","GO:0051304","chromosome separation","27/1187","135/18903",6.83840341137221e-08,5.14913294704946e-06,3.7664719784969e-06,"CDCA8/CDC20/NUF2/CENPF/NCAPH/SPC25/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/DUSP1/TTK/MAPK15/ZWINT/ESPL1/DLGAP5/BUB1B/PLK1/CDT1/AURKB/CDC6/TOP2A/EME1/NDC80/SPC24",27
"73","GO:0001503","GO:0001503","ossification","57/1187","429/18903",6.51169738134227e-08,4.97029832997797e-06,3.63565858119067e-06,"ISG15/EPHA2/ALPL/BMP8A/CCN1/S1PR1/COL11A1/DDR2/OSR1/CRIM1/PKDCC/SIX2/TACR1/TWIST2/PPARG/CLEC3B/PTH1R/IGSF10/TP63/FGFR3/SPP1/BMPR1B/LEF1/FGF2/PTGER4/VCAN/ADRB2/BMP6/ID4/GPLD1/HOXA2/LEP/PTN/CLEC5A/SFRP1/CCN4/NPR2/PTCH1/GDF10/EGR2/FFAR4/LGR4/CAT/CREB3L1/MMP13/ZBTB16/IGF1/KL/PRKD1/FERMT2/MAP2K6/COMP/CEBPA/BMP2/GPM6B/CHRDL1/GPC3",57
"72","GO:0007409","GO:0007409","axonogenesis","58/1187","438/18903",5.62480014718529e-08,4.35297033612728e-06,3.18409739326045e-06,"EPHA2/EDN2/ARTN/CRABP2/IGSF9/LAMC2/LGR6/NFASC/FN1/EPHA4/CHL1/SEMA3G/BOC/KALRN/EPHB1/SLIT2/SPP1/BMPR1B/SEMA5A/MAP1B/SLIT3/EDN1/LAMA2/UST/HOXA2/SEMA3A/SEMA3D/RELN/PTPRZ1/PLXNA4/EPHB6/DPYSL2/NFIB/NTRK2/PTCH1/GATA3/RET/CXCL12/EGR2/UNC5B/DIXDC1/NCAM1/DRD2/ROBO3/ROBO4/CNTN1/FLRT2/NDN/METRN/EFNB3/NGFR/PTPRM/LAMA3/RNF165/NOVA2/EDN3/S100B/PAK3",58
"71","GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","28/1187","141/18903",4.61215953622343e-08,3.61957083603338e-06,2.64763257587207e-06,"CLSPN/CDCA8/CDC20/ORC1/MUC1/NUF2/DTL/CENPF/SPC25/MAD2L1/CCNB1/DUSP1/TTK/PBK/CDC14B/ZWINT/CDK1/FOXN3/BUB1B/BLM/PLK1/CDT1/AURKB/CDC6/EME1/NDC80/SPC24/GTSE1",28
"70","GO:0002685","GO:0002685","regulation of leukocyte migration","38/1187","231/18903",4.45300171901818e-08,3.54458936833847e-06,2.59278536181028e-06,"TNFRSF18/EDN2/S100A14/SELP/TACR1/DPP4/CX3CR1/CD200/P2RY12/SLIT2/CXCL10/PTGER4/CCL28/PIK3R1/DUSP1/NEDD9/EDN1/HOXA7/PTN/RARRES2/CCN3/IL33/CCL21/ANXA1/CXCL12/ADAM8/LYVE1/PDGFD/F7/CX3CL1/IL34/SPNS2/MMP28/PLCB1/EDN3/JAM2/XG/VEGFD",38
